id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,wifi_ord,sim_ord,LCD,Touch,bluetooth_bin
587,1663,0.6,147,951,1545,1336,8,5,15,Yes,3,quad,low,Single,,15.0,39.5703125,LCD,none,840.38,1469295,784.9,110.86666666666666,4,1,-1,1,1,0,1
588,1966,0.9,185,1197,1987,1185,11,2,20,Yes,2,octa,medium,Dual,2.0,18.0,39.5166015625,Touch,none,808.01,2378439,2523.5,98.3,8,2,-1,2,0,1,1
589,1219,0.7,196,473,1022,705,11,3,6,No,2,penta,medium,Dual,,4.0,17.2236328125,Touch,b,406.4,483406,865.3,203.16666666666666,5,2,1,2,0,1,0
590,612,0.6,181,1294,1337,3169,14,9,6,Yes,2,penta,low,Single,6.0,12.0,35.0888671875,LCD,none,916.54,1730078,377.3,102.0,5,1,-1,1,1,0,1
591,1658,0.7,182,410,522,3483,10,1,15,Yes,4,single,medium,Single,,5.0,38.60546875,LCD,a,984.36,214020,1325.9,110.53333333333333,1,2,2,1,1,0,1
592,1263,0.3,175,178,1883,1183,14,3,17,No,2,penta,low,Single,12.0,18.0,63.248046875,LCD,b,639.34,335174,1594.3,74.29411764705883,5,1,1,1,1,0,0
593,1395,0.6,118,782,1787,3373,11,2,16,Yes,4,triple,high,Single,,1.0,54.115234375,Touch,none,1382.07,1397434,2269.5,87.1875,3,3,-1,1,0,1,1
594,621,0.1,151,434,910,2801,6,1,5,Yes,3,quad,high,Dual,,20.0,53.2265625,Touch,a,677.15,394940,2311.4,124.2,4,3,2,2,0,1,1
595,652,0.6,142,464,781,565,18,12,9,No,2,triple,low,Dual,1.0,2.0,56.93359375,LCD,a,440.42,362384,165.3,72.44444444444444,3,1,2,2,1,0,0
596,1175,0.1,145,137,1501,3153,9,4,12,No,3,dual,low,Single,10.0,12.0,24.9443359375,LCD,none,811.19,205637,953.1,97.91666666666667,2,1,-1,1,1,0,0
597,561,0.1,163,492,1176,3421,16,2,5,Yes,3,octa,medium,Single,,10.0,11.2265625,Touch,a,790.31,578592,1493.5,112.2,8,2,2,1,0,1,1
598,1137,0.9,173,1250,1285,316,15,14,17,No,4,penta,medium,Single,6.0,7.0,3.6923828125,LCD,none,934.44,1606250,233.1,66.88235294117646,5,2,-1,1,1,0,0
599,1835,0.1,193,385,583,448,18,17,14,Yes,4,hepta,high,Single,4.0,13.0,10.9599609375,LCD,none,629.71,224455,87.1,131.07142857142858,7,3,-1,1,1,0,1
600,1170,0.4,169,427,684,2366,16,8,2,No,3,hexa,high,Dual,2.0,5.0,39.0224609375,Touch,a,826.61,292068,217.2,585.0,6,3,2,2,0,1,0
601,1595,0.7,85,1024,1838,3881,14,10,9,Yes,4,quad,low,Dual,,20.0,43.4326171875,LCD,b,1411.33,1882112,466.9,177.22222222222223,4,1,1,2,1,0,1
602,1719,0.3,122,240,904,462,6,3,5,Yes,2,octa,medium,Single,,7.0,12.7392578125,LCD,none,388.89,216960,765.4,343.8,8,2,-1,1,1,0,1
603,1770,0.8,128,886,1552,1480,6,1,17,No,3,hepta,high,Dual,,6.0,7.1552734375,LCD,none,869.73,1375072,3942.1,104.11764705882354,7,3,-1,2,1,0,0
604,1312,0.8,163,1233,1854,1087,17,16,14,No,4,dual,low,Dual,,,27.7841796875,LCD,none,1046.69,2285982,294.3,93.71428571428571,2,1,-1,2,1,0,0
605,1878,0.3,139,183,559,2711,8,2,3,No,4,penta,medium,Dual,5.0,13.0,55.712890625,Touch,g,1355.13,102297,709.9,626.0,5,2,3,2,0,1,0
606,1871,0.1,81,88,1682,2144,13,12,12,Yes,4,hepta,medium,Single,7.0,14.0,20.4052734375,Touch,b,686.94,148016,356.0,155.91666666666666,7,2,1,1,0,1,1
607,922,0.9,188,1016,1383,1165,19,6,4,No,4,hepta,medium,Dual,1.0,15.0,34.716796875,Touch,b,929.49,1405128,585.5,230.5,7,2,1,2,0,1,0
608,1975,0.9,128,80,655,2998,5,4,13,Yes,4,octa,medium,Single,6.0,11.0,15.560546875,Touch,none,1339.15,52400,415.9,151.92307692307693,8,2,-1,1,0,1,1
609,1212,0.3,102,611,1715,2249,14,3,4,No,4,quad,high,Single,1.0,8.0,45.2578125,Touch,b,904.36,1047865,1452.0,303.0,4,3,1,1,0,1,0
610,1430,0.1,179,569,906,752,17,8,17,Yes,2,triple,low,Single,3.0,5.0,54.9833984375,LCD,b,578.87,515514,287.7,84.11764705882354,3,1,1,1,1,0,1
611,1958,0.2,190,304,637,1409,16,5,3,Yes,2,dual,medium,Dual,,3.0,4.0947265625,LCD,none,799.19,193648,323.6,652.6666666666666,2,2,-1,2,1,0,1
612,1836,0.2,184,276,1230,3072,7,3,5,Yes,4,hepta,medium,Dual,,15.0,29.6103515625,Touch,none,906.63,339480,1041.4,367.2,7,2,-1,2,0,1,1
613,557,0.5,125,1131,1315,1305,12,8,3,Yes,3,triple,medium,Single,,,23.9814453125,LCD,b,654.94,1487265,417.5,185.66666666666666,3,2,1,1,1,0,1
614,539,0.1,145,551,599,3597,14,5,9,Yes,2,hepta,low,Dual,9.0,14.0,20.892578125,LCD,none,440.46,330049,304.3,59.888888888888886,7,1,-1,2,1,0,1
615,880,0.5,172,436,1302,3132,8,7,6,No,2,octa,low,Dual,1.0,15.0,43.5732421875,Touch,a,685.08,567672,472.4,146.66666666666666,8,1,2,2,0,1,0
616,1369,0.5,162,553,727,3856,18,4,18,Yes,2,single,medium,Dual,6.0,7.0,33.666015625,Touch,n,805.31,402031,461.6,76.05555555555556,1,2,4,2,0,1,1
617,1109,0.4,98,1391,1787,1524,15,10,7,Yes,3,single,high,Dual,1.0,9.0,38.4814453125,Touch,n,1061.0,2485717,453.9,158.42857142857142,1,3,4,2,0,1,1
618,843,0.1,166,981,1096,3673,12,1,20,No,3,penta,medium,Dual,,6.0,16.0986328125,LCD,b,634.14,1075176,2783.8,42.15,5,2,1,2,1,0,0
619,598,0.7,196,680,1173,3293,8,4,7,No,3,dual,high,Dual,7.0,10.0,21.314453125,LCD,n,946.53,797640,744.9,85.42857142857143,2,3,4,2,1,0,0
620,972,1.0,126,687,816,3035,12,7,19,Yes,3,quad,high,Dual,1.0,2.0,5.71875,LCD,g,823.21,560592,296.1,51.1578947368421,4,3,3,2,1,0,1
621,1944,0.1,197,1060,1970,584,17,14,13,Yes,4,hexa,low,Single,5.0,18.0,35.412109375,Touch,none,957.63,2088200,357.4,149.53846153846155,6,1,-1,1,0,1,1
622,1225,0.6,138,217,1101,2675,12,11,15,No,4,hepta,low,Dual,,1.0,2.2724609375,Touch,none,917.54,238917,254.2,81.66666666666667,7,1,-1,2,0,1,0
623,644,0.5,114,1140,1654,2382,9,0,19,Yes,4,single,medium,Dual,7.0,16.0,29.58984375,LCD,a,839.65,1885560,inf,33.89473684210526,1,2,2,2,1,0,1
624,1919,0.8,150,304,1191,1391,19,13,12,No,4,quad,medium,Single,5.0,6.0,47.4619140625,LCD,g,868.45,362064,232.7,159.91666666666666,4,2,3,1,1,0,0
625,501,0.3,131,504,1089,2346,13,12,2,No,4,quad,high,Single,12.0,19.0,53.1689453125,LCD,a,794.99,548856,230.5,250.5,4,3,2,1,1,0,0
626,1620,0.2,185,832,1033,606,6,0,18,Yes,4,triple,medium,Dual,,3.0,29.8701171875,LCD,none,814.06,859456,inf,90.0,3,2,-1,2,1,0,1
627,1227,0.2,130,935,1781,1324,7,3,12,Yes,2,triple,medium,Dual,,3.0,33.599609375,Touch,b,670.8,1665235,1507.9,102.25,3,2,1,2,0,1,1
628,1359,0.5,107,446,901,1076,16,8,4,Yes,4,hexa,low,Dual,1.0,3.0,57.275390625,Touch,n,827.11,401846,286.1,339.75,6,1,4,2,0,1,1
629,1914,0.6,118,942,1701,643,17,1,8,No,3,octa,low,Single,1.0,2.0,35.3369140625,LCD,a,718.87,1602342,4320.5,239.25,8,1,2,1,1,0,0
630,1645,0.7,123,897,1308,783,10,8,20,Yes,3,hepta,medium,Single,1.0,2.0,21.490234375,LCD,none,712.2,1173276,415.3,82.25,7,2,-1,1,1,0,1
631,1063,0.8,101,1208,1232,3809,17,16,5,Yes,4,penta,medium,Single,,2.0,25.9541015625,LCD,b,1358.36,1488256,195.6,212.6,5,2,1,1,1,0,1
632,946,0.2,154,159,630,2104,7,4,16,No,4,octa,medium,Single,,,19.6728515625,Touch,none,986.52,100170,400.0,59.125,8,2,-1,1,0,1,0
633,1231,0.8,185,632,1184,1762,5,3,6,No,3,triple,medium,Dual,5.0,10.0,53.599609375,Touch,none,689.6,748288,1002.5,205.16666666666666,3,2,-1,2,0,1,0
634,1397,0.5,87,1308,1991,3137,12,1,11,No,3,hexa,high,Dual,13.0,18.0,9.1826171875,Touch,g,1353.54,2604228,5057.1,127.0,6,3,3,2,0,1,0
635,701,0.5,160,1002,1256,1756,6,3,17,Yes,3,triple,low,Single,7.0,11.0,15.23828125,Touch,a,914.87,1258512,1063.4,41.23529411764706,3,1,2,1,0,1,1
636,570,0.3,111,1331,1917,3663,14,10,14,Yes,2,hepta,low,Dual,2.0,5.0,9.4892578125,LCD,none,1084.7,2551527,486.9,40.714285714285715,7,1,-1,2,1,0,1
637,1993,0.3,147,150,510,2437,14,0,9,Yes,4,octa,low,Single,10.0,11.0,26.765625,LCD,none,1110.57,76500,inf,221.44444444444446,8,1,-1,1,1,0,1
638,955,0.9,143,1248,1511,1432,12,9,9,No,3,penta,low,Dual,4.0,8.0,42.6181640625,Touch,n,795.72,1885728,426.4,106.11111111111111,5,1,4,2,0,1,0
639,924,0.3,167,108,1813,1620,17,15,12,No,4,octa,low,Dual,,6.0,46.572265625,LCD,none,748.59,195804,307.0,77.0,8,1,-1,2,1,0,0
640,600,0.8,112,320,747,1655,18,0,9,No,2,penta,low,Single,,2.0,13.76171875,LCD,none,621.08,239040,inf,66.66666666666667,5,1,-1,1,1,0,0
641,518,0.1,178,437,1947,2832,5,0,8,No,3,hepta,low,Dual,,1.0,3.4521484375,LCD,a,838.54,850839,inf,64.75,7,1,2,2,1,0,0
642,1063,0.9,95,295,935,961,16,6,5,Yes,4,hexa,high,Single,,10.0,30.6865234375,Touch,none,664.66,275825,395.8,212.6,6,3,-1,1,0,1,1
643,920,0.8,149,1058,1421,2608,6,0,2,Yes,2,triple,low,Single,2.0,3.0,45.3896484375,LCD,g,699.29,1503418,inf,460.0,3,1,3,1,1,0,1
644,1715,0.1,171,79,1652,514,7,4,13,No,4,penta,medium,Single,4.0,6.0,3.296875,LCD,none,760.94,130508,1049.0,131.92307692307693,5,2,-1,1,1,0,0
645,1841,0.6,167,593,672,2304,7,1,18,Yes,2,octa,medium,Dual,6.0,8.0,13.7744140625,LCD,n,800.13,398496,1706.9,102.27777777777777,8,2,4,2,1,0,1
646,543,0.7,132,693,1031,933,14,0,5,Yes,4,penta,low,Dual,4.0,7.0,59.2265625,Touch,none,665.93,714483,inf,108.6,5,1,-1,2,0,1,1
647,1762,0.9,189,300,527,1896,14,10,20,Yes,4,single,high,Dual,13.0,14.0,25.0322265625,Touch,n,1075.6,158100,133.9,88.1,1,3,4,2,0,1,1
648,1112,0.6,121,234,739,3655,7,3,20,Yes,3,quad,low,Dual,1.0,16.0,52.3544921875,Touch,none,1017.91,172926,625.7,55.6,4,1,-1,2,0,1,1
649,709,0.1,136,1545,1596,1973,12,9,16,Yes,2,single,medium,Dual,,,34.611328125,Touch,a,821.46,2465820,450.4,44.3125,1,2,2,2,0,1,1
650,1315,0.8,128,59,575,3278,6,3,13,Yes,2,hepta,high,Single,7.0,16.0,62.73828125,LCD,none,770.69,33925,486.8,101.15384615384616,7,3,-1,1,1,0,1
651,1762,0.3,107,1103,1364,2183,8,3,11,Yes,4,octa,high,Single,10.0,11.0,15.099609375,Touch,none,1175.51,1504492,1154.9,160.1818181818182,8,3,-1,1,0,1,1
652,1462,0.2,182,91,1478,824,15,5,13,Yes,3,hepta,medium,Dual,1.0,18.0,24.4873046875,LCD,a,748.01,134498,750.8,112.46153846153847,7,2,2,2,1,0,1
653,571,0.2,186,177,1282,2598,13,5,8,No,3,hepta,medium,Dual,8.0,20.0,34.72265625,Touch,none,762.12,226914,651.3,71.375,7,2,-1,2,0,1,0
654,666,0.4,81,58,1353,1254,15,9,9,Yes,4,triple,low,Dual,7.0,13.0,53.099609375,Touch,b,586.29,78474,381.8,74.0,3,1,1,2,0,1,1
655,1994,0.5,146,447,1435,3622,7,0,20,No,4,octa,medium,Dual,2.0,7.0,7.2509765625,LCD,a,1416.22,641445,inf,99.7,8,2,2,2,1,0,0
656,1583,0.7,148,942,1651,1704,17,13,2,Yes,3,hepta,medium,Dual,11.0,16.0,13.98828125,LCD,b,806.67,1555242,322.6,791.5,7,2,1,2,1,0,1
657,1778,1.0,132,88,516,1624,15,13,9,No,4,quad,medium,Dual,3.0,17.0,44.2509765625,Touch,none,860.29,45408,100.8,197.55555555555554,4,2,-1,2,0,1,0
658,1926,0.2,179,371,1000,3809,17,12,17,Yes,4,hexa,medium,Single,13.0,17.0,49.6904296875,Touch,none,1365.45,371000,211.7,113.29411764705883,6,2,-1,1,0,1,1
659,966,0.2,117,1446,1754,2574,10,1,5,Yes,4,quad,low,Single,9.0,10.0,49.0322265625,LCD,g,1386.91,2536284,4455.2,193.2,4,1,3,1,1,0,1
660,568,0.3,179,181,1703,950,17,9,9,No,3,triple,medium,Single,1.0,4.0,35.2783203125,LCD,none,587.36,308243,480.6,63.111111111111114,3,2,-1,1,1,0,0
661,1897,0.5,192,1311,1935,273,17,6,3,No,4,octa,high,Single,1.0,2.0,20.4833984375,Touch,b,848.44,2536785,819.2,632.3333333333334,8,3,1,1,0,1,0
662,1695,0.7,200,1791,1898,446,16,13,15,No,4,triple,low,Dual,6.0,9.0,45.9345703125,Touch,n,1020.87,3399318,370.8,113.0,3,1,4,2,0,1,0
663,1623,0.9,120,1568,1832,1510,12,10,17,Yes,4,hepta,medium,Single,6.0,12.0,60.0146484375,Touch,none,1047.7,2872576,465.3,95.47058823529412,7,2,-1,1,0,1,1
664,914,0.7,147,706,721,1122,12,9,2,Yes,4,quad,low,Single,,,26.00390625,Touch,n,813.38,509026,203.5,457.0,4,1,4,1,0,1,1
665,1721,0.5,128,871,1048,707,19,2,5,Yes,4,quad,low,Dual,4.0,5.0,32.8330078125,Touch,n,834.6,912808,1331.0,344.2,4,1,4,2,0,1,1
666,890,0.5,198,1074,1873,751,7,3,3,Yes,2,octa,medium,Dual,4.0,13.0,43.4208984375,LCD,none,628.92,2011602,1585.8,296.6666666666667,8,2,-1,2,1,0,1
667,600,0.8,191,501,1465,3393,12,7,8,No,3,triple,low,Single,1.0,7.0,47.1884765625,LCD,none,1054.22,733965,531.6,75.0,3,1,-1,1,1,0,0
668,1677,0.7,124,271,1477,3771,15,6,12,No,3,hexa,medium,Dual,4.0,8.0,10.6318359375,LCD,none,889.73,400267,625.3,139.75,6,2,-1,2,1,0,0
669,723,0.2,168,920,1748,1851,15,3,16,No,4,quad,low,Single,,3.0,3.4736328125,LCD,none,1047.44,1608160,1480.0,45.1875,4,1,-1,1,1,0,0
670,638,0.5,102,1171,1383,2735,7,2,9,No,3,quad,medium,Dual,11.0,17.0,27.3232421875,Touch,none,1159.27,1619493,1756.4,70.88888888888889,4,2,-1,2,0,1,0
671,852,0.7,104,293,1159,2253,17,4,7,No,4,hepta,medium,Dual,4.0,13.0,61.06640625,Touch,none,901.12,339587,736.0,121.71428571428571,7,2,-1,2,0,1,0
672,1979,0.2,165,833,1630,452,13,6,14,Yes,2,hepta,medium,Dual,,1.0,31.5869140625,Touch,none,912.94,1357790,690.0,141.35714285714286,7,2,-1,2,0,1,1
673,710,0.8,151,485,857,1419,12,11,18,Yes,2,penta,low,Single,6.0,9.0,31.6455078125,Touch,none,715.98,415645,197.9,39.44444444444444,5,1,-1,1,0,1,1
674,1034,0.3,190,182,1293,969,15,1,7,No,4,triple,high,Dual,2.0,4.0,44.783203125,LCD,none,644.5,235326,3284.2,147.71428571428572,3,3,-1,2,1,0,0
675,600,0.1,145,207,1162,3441,19,1,5,No,4,single,high,Dual,8.0,11.0,22.1318359375,LCD,none,863.81,240534,2951.5,120.0,1,3,-1,2,1,0,0
676,1027,0.9,103,1698,1747,3786,17,12,12,No,4,dual,low,Single,2.0,7.0,62.9912109375,LCD,none,1397.63,2966406,369.8,85.58333333333333,2,1,-1,1,1,0,0
677,1260,1.0,106,165,736,2710,13,1,8,No,4,hexa,low,Single,5.0,6.0,13.08984375,Touch,none,994.11,121440,1869.4,157.5,6,1,-1,1,0,1,0
678,1793,0.5,169,1086,1418,3533,16,14,15,No,3,hexa,medium,Dual,10.0,17.0,11.947265625,Touch,n,1081.03,1539948,257.3,119.53333333333333,6,2,4,2,0,1,0
679,675,0.9,144,192,757,1735,7,0,13,No,3,penta,high,Single,10.0,15.0,59.1396484375,LCD,b,548.28,145344,inf,51.92307692307692,5,3,1,1,1,0,0
680,658,0.9,103,1156,1750,3587,14,11,20,Yes,4,hepta,high,Single,,3.0,12.1591796875,LCD,none,913.9,2023000,404.1,32.9,7,3,-1,1,1,0,1
681,1694,0.3,102,377,549,2298,17,5,2,Yes,4,hepta,low,Single,,7.0,33.361328125,Touch,none,1247.94,206973,278.9,847.0,7,1,-1,1,0,1,1
682,804,0.9,89,709,818,2027,11,5,11,Yes,4,single,low,Dual,12.0,13.0,40.7861328125,LCD,none,788.5,579962,415.5,73.0909090909091,1,1,-1,2,1,0,1
683,1713,0.9,127,729,974,2406,13,10,20,No,3,hepta,high,Dual,1.0,3.0,27.0517578125,LCD,g,1055.19,710046,247.4,85.65,7,3,3,2,1,0,0
684,706,0.1,108,543,938,2419,8,7,4,No,4,triple,low,Single,13.0,19.0,30.4404296875,LCD,n,950.03,509334,340.4,176.5,3,1,4,1,1,0,0
685,1362,0.8,131,553,1505,995,7,6,18,No,2,hepta,low,Single,3.0,9.0,24.9765625,Touch,a,562.37,832265,637.1,75.66666666666667,7,1,2,1,0,1,0
686,1527,0.1,154,526,1116,2078,5,3,11,No,4,penta,high,Single,10.0,14.0,58.83984375,Touch,n,986.44,587016,944.9,138.8181818181818,5,3,4,1,0,1,0
687,768,0.9,159,637,991,1145,19,1,7,No,2,dual,low,Dual,,1.0,18.6259765625,LCD,b,537.97,631267,2517.1,109.71428571428571,2,1,1,2,1,0,0
688,1314,0.1,155,113,577,626,10,4,4,No,4,quad,high,Dual,8.0,12.0,40.7138671875,Touch,b,722.15,65201,366.4,328.5,4,3,1,2,0,1,0
689,705,0.9,155,1114,1374,1509,15,11,18,Yes,4,hexa,low,Single,5.0,9.0,56.3720703125,Touch,b,752.35,1530636,317.3,39.166666666666664,6,1,1,1,0,1,1
690,1403,0.1,164,461,1251,3371,13,9,9,No,4,penta,high,Single,2.0,3.0,26.0810546875,LCD,n,1187.67,576711,353.1,155.88888888888889,5,3,4,1,1,0,0
691,1486,0.1,85,1430,1747,297,13,1,15,No,2,quad,high,Single,7.0,15.0,51.3486328125,Touch,none,495.27,2498210,4437.4,99.06666666666666,4,3,-1,1,0,1,0
692,781,0.4,198,304,1674,3508,13,8,5,No,2,penta,medium,Single,2.0,7.0,37.7158203125,LCD,g,993.9,508896,531.5,156.2,5,2,3,1,1,0,0
693,986,0.8,183,471,800,2385,16,9,19,Yes,4,octa,medium,Single,1.0,3.0,22.888671875,LCD,none,1127.17,376800,225.8,51.89473684210526,8,2,-1,1,1,0,1
694,1310,0.4,105,806,1016,1301,13,12,19,No,2,single,medium,Single,,14.0,32.4140625,LCD,b,662.32,818896,215.1,68.94736842105263,1,2,1,1,1,0,0
695,560,0.3,81,80,1327,2167,11,10,7,Yes,4,triple,medium,Dual,6.0,12.0,55.880859375,LCD,b,651.88,106160,337.1,80.0,3,2,1,2,1,0,1
696,1348,0.4,116,204,501,3914,10,3,8,No,3,penta,medium,Single,,6.0,42.3291015625,LCD,a,1395.91,102204,424.2,168.5,5,2,2,1,1,0,0
697,1567,0.5,119,545,1621,2312,9,1,18,No,3,hexa,low,Dual,3.0,6.0,22.203125,LCD,none,765.8,883445,4117.3,87.05555555555556,6,1,-1,2,1,0,0
698,1940,0.7,93,112,858,2297,14,6,8,Yes,2,penta,low,Dual,4.0,7.0,17.5576171875,Touch,none,770.3,96096,363.2,242.5,5,1,-1,2,0,1,1
699,1979,1.0,176,1331,1532,411,8,2,2,Yes,4,triple,high,Dual,,9.0,19.158203125,Touch,n,1120.88,2039092,1945.6,989.5,3,3,4,2,0,1,1
700,561,0.1,193,1055,1294,665,10,0,4,Yes,4,triple,medium,Dual,7.0,13.0,1.908203125,Touch,none,638.4,1365170,inf,140.25,3,2,-1,2,0,1,1
701,1717,0.7,130,609,810,3226,6,4,5,Yes,2,single,medium,Single,1.0,3.0,60.9716796875,Touch,none,1000.46,493290,514.4,343.4,1,2,-1,1,0,1,1
702,535,0.7,113,290,811,740,11,10,18,No,4,single,medium,Single,1.0,4.0,47.4501953125,Touch,none,551.9,235190,206.0,29.72222222222222,1,2,-1,1,0,1,0
703,1413,0.1,185,1039,1318,3878,19,16,4,No,4,penta,low,Dual,4.0,12.0,38.68359375,LCD,none,1067.2,1369402,209.2,353.25,5,1,-1,2,1,0,0
704,1358,0.6,135,1485,1655,3406,5,1,11,No,2,hepta,high,Dual,,,19.8447265625,LCD,n,1017.32,2457675,4203.7,123.45454545454545,7,3,4,2,1,0,0
705,1519,0.7,112,1122,1702,2440,9,5,10,No,3,hepta,high,Single,2.0,8.0,29.623046875,Touch,g,947.39,1909644,864.6,151.9,7,3,3,1,0,1,0
706,1254,0.7,108,462,1013,3959,10,4,17,No,3,penta,medium,Dual,2.0,6.0,49.2412109375,Touch,none,1091.68,468006,643.3,73.76470588235294,5,2,-1,2,0,1,0
707,1591,0.4,154,1384,1883,3703,17,6,20,Yes,4,hexa,medium,Single,3.0,7.0,48.6181640625,Touch,none,1174.41,2606072,797.1,79.55,6,2,-1,1,0,1,1
708,977,0.6,165,1502,1862,3714,19,3,10,Yes,2,dual,high,Dual,2.0,15.0,34.947265625,Touch,g,757.52,2796724,1576.5,97.7,2,3,3,2,0,1,1
709,1640,0.8,169,589,1301,337,16,3,5,Yes,4,hepta,low,Single,10.0,14.0,20.7255859375,Touch,none,786.58,766289,1101.5,328.0,7,1,-1,1,0,1,1
710,663,0.6,183,82,1605,3176,6,2,2,No,3,dual,low,Dual,,1.0,25.0595703125,LCD,b,631.59,131610,2038.4,331.5,2,1,1,2,1,0,0
711,1744,0.5,112,68,718,1205,18,7,14,Yes,4,octa,medium,Single,1.0,3.0,19.67578125,LCD,none,975.77,48824,260.5,124.57142857142857,8,2,-1,1,1,0,1
712,1624,0.4,150,689,699,2473,16,11,2,No,3,dual,medium,Dual,8.0,10.0,27.630859375,LCD,none,950.98,481611,161.4,812.0,2,2,-1,2,1,0,0
713,1108,0.3,169,208,1742,1229,5,3,4,Yes,4,hepta,medium,Dual,14.0,20.0,2.802734375,Touch,none,837.38,362336,1474.9,277.0,7,2,-1,2,0,1,1
714,1188,0.6,114,1339,1558,2896,12,11,16,Yes,4,dual,medium,Dual,,,9.0966796875,LCD,a,1241.98,2086162,359.8,74.25,2,2,2,2,1,0,1
715,817,0.5,144,722,766,2039,11,6,19,No,2,triple,medium,Single,,11.0,11.41015625,Touch,none,586.55,553052,324.3,43.0,3,2,-1,1,0,1,0
716,863,0.7,133,717,1799,520,10,2,18,No,4,quad,medium,Dual,5.0,13.0,6.3837890625,LCD,b,690.55,1289883,2284.7,47.94444444444444,4,2,1,2,1,0,0
717,1397,0.2,121,433,1658,1378,18,15,4,No,4,triple,high,Dual,5.0,15.0,3.599609375,Touch,a,929.56,717914,280.8,349.25,3,3,2,2,0,1,0
718,1108,0.7,140,1298,1666,3254,12,0,16,No,3,penta,medium,Single,3.0,12.0,48.39453125,LCD,none,949.05,2162468,inf,69.25,5,2,-1,1,1,0,0
719,1068,0.9,184,186,1998,1803,5,4,7,No,4,hepta,medium,Dual,1.0,13.0,36.4736328125,LCD,none,874.08,371628,1268.7,152.57142857142858,7,2,-1,2,1,0,0
720,1702,0.5,145,1397,1491,2501,16,12,4,Yes,4,dual,high,Single,12.0,15.0,50.9287109375,LCD,none,1086.0,2082927,315.6,425.5,2,3,-1,1,1,0,1
721,808,0.1,192,618,1891,3762,15,9,12,No,3,quad,low,Dual,,1.0,8.369140625,LCD,a,1182.6,1168638,533.7,67.33333333333333,4,1,2,2,1,0,0
722,1156,0.1,89,1214,1262,1796,16,6,13,No,2,hepta,low,Single,6.0,9.0,60.1337890625,Touch,a,502.6,1532068,534.2,88.92307692307692,7,1,2,1,0,1,0
723,1271,0.1,159,613,650,990,14,11,6,No,2,octa,low,Dual,2.0,3.0,53.130859375,Touch,b,585.4,398450,150.1,211.83333333333334,8,1,1,2,0,1,0
724,696,0.3,197,649,907,2630,18,8,9,No,2,triple,low,Single,6.0,8.0,50.1162109375,LCD,n,731.59,588643,288.0,77.33333333333333,3,1,4,1,1,0,0
725,1981,0.3,175,193,1234,1380,10,1,13,Yes,2,hexa,medium,Dual,13.0,18.0,44.453125,Touch,none,764.24,238162,3134.4,152.3846153846154,6,2,-1,2,0,1,1
726,614,0.2,128,22,519,3487,15,6,11,No,4,hepta,medium,Dual,,2.0,56.8349609375,Touch,n,751.78,11418,219.7,55.81818181818182,7,2,4,2,0,1,0
727,1590,0.3,122,1464,1595,1201,12,3,18,No,3,triple,low,Dual,,17.0,7.40625,Touch,n,737.73,2335080,1350.4,88.33333333333333,3,1,4,2,0,1,0
728,1945,0.7,113,280,895,3015,6,1,15,No,2,triple,medium,Single,4.0,10.0,21.0947265625,LCD,none,599.95,250600,2273.3,129.66666666666666,3,2,-1,1,1,0,0
729,1135,0.4,158,690,1589,3204,18,13,6,Yes,3,single,high,Dual,9.0,11.0,42.4384765625,LCD,none,890.5,1096410,310.5,189.16666666666666,1,3,-1,2,1,0,1
730,1049,0.3,172,39,1564,433,10,7,6,No,4,hexa,low,Dual,8.0,10.0,2.435546875,LCD,none,689.13,60996,567.5,174.83333333333334,6,1,-1,2,1,0,0
731,1807,0.8,125,337,1384,1906,17,13,13,Yes,2,single,medium,Single,2.0,10.0,48.7529296875,Touch,a,654.39,466408,270.4,139.0,1,2,2,1,0,1,1
732,984,0.8,98,1036,1611,898,16,8,13,Yes,4,hepta,low,Single,13.0,17.0,41.841796875,Touch,none,919.0,1668996,511.5,75.6923076923077,7,1,-1,1,0,1,1
733,720,0.6,96,1347,1733,2799,5,3,15,Yes,4,hepta,medium,Dual,,8.0,60.4013671875,LCD,a,628.72,2334351,1467.3,48.0,7,2,2,2,1,0,1
734,1536,0.3,105,22,1634,2020,6,0,16,No,3,hepta,low,Single,12.0,20.0,13.0,Touch,none,919.25,35948,inf,96.0,7,1,-1,1,0,1,0
735,771,1.0,86,327,922,770,12,1,20,Yes,2,quad,low,Single,3.0,6.0,25.1064453125,Touch,none,373.13,301494,2341.9,38.55,4,1,-1,1,0,1,1
736,503,0.6,185,778,1291,305,11,8,16,No,2,hexa,high,Single,3.0,11.0,56.4169921875,LCD,a,363.64,1004398,409.9,31.4375,6,3,2,1,1,0,0
737,675,0.6,187,482,874,2953,9,5,13,No,3,hepta,high,Single,1.0,2.0,41.6181640625,Touch,none,334.23,421268,444.0,51.92307692307692,7,3,-1,1,0,1,0
738,1936,0.2,182,591,1089,1671,6,1,9,Yes,4,hepta,medium,Dual,13.0,14.0,33.767578125,LCD,g,962.63,643599,2766.1,215.11111111111111,7,2,3,2,1,0,1
739,1303,0.1,138,229,1604,2574,12,4,14,No,4,triple,medium,Dual,,10.0,15.6875,Touch,g,870.45,367316,1018.5,93.07142857142857,3,2,3,2,0,1,0
